competition_name,competition_date,competition_location,competition_nation_host,athlete_sex,competition_age_category,competition_url,weight_class,competition_standing,athlete_name,nation,club,bodyweight_kg,competition_group,snatch_1,snatch_1_result,snatch_2,snatch_2_result,snatch_3,snatch_3_result,clean_jerk_1,clean_jerk_1_result,clean_jerk_2,clean_jerk_2_result,clean_jerk_3,clean_jerk_3_result,total_kg,sinclair
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,4,Donose Tiberiu,ROU,,73.00,A,140.0,s,148.0,u,148.0,u,170.0,s,178.0,u,178.0,s,318.0,428.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,5,Cercizi Arben,ALB,,72.70,A,140.0,s,142.0,s,145.0,s,171.0,u,171.0,s,176.0,u,316.0,427.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,6,Kudlaszyk Piotr Mateusz,POL,,73.00,A,133.0,u,133.0,s,136.0,u,170.0,s,173.0,s,178.0,u,306.0,412.5
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,7,Urban Kacper,POL,,73.00,A,135.0,u,135.0,s,139.0,s,160.0,s,165.0,s,172.0,u,304.0,409.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,8,Sanchez David,ESP,,73.00,A,132.0,s,137.0,s,140.0,u,160.0,s,165.0,s,168.0,u,302.0,407.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,9,Novko Ivan,CRO,,72.10,A,105.0,s,110.0,s,115.0,s,140.0,s,147.0,s,152.0,u,262.0,355.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,1,Reyes Martinez Oscar,ITA,,78.85,A,155.0,s,157.0,s,159.0,s,185.0,s,190.0,s,,na,349.0,449.6
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,2,Harutyunyan Raffik,ARM,,81.00,A,150.0,s,155.0,s,158.0,s,185.0,s,192.0,u,192.0,u,343.0,435.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,3,Ramadani Kristi,ALB,,81.00,A,151.0,s,156.0,u,156.0,u,185.0,u,186.0,u,186.0,s,337.0,427.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,4,Qerimaj Erkand,ALB,,80.90,B,150.0,s,154.0,u,154.0,u,183.0,s,186.0,u,186.0,u,333.0,422.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,5,Fralou Andrei,BLR,,80.60,A,147.0,s,151.0,s,153.0,s,180.0,s,184.0,u,184.0,u,333.0,423.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,6,Likharad Vadzim,RUS,,80.40,A,148.0,s,152.0,s,156.0,u,180.0,s,185.0,u,185.0,u,332.0,423.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,7,Kondratiuk Dmytro,UKR,,81.00,A,143.0,u,143.0,s,147.0,u,183.0,s,186.0,u,187.0,s,330.0,418.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,8,Malakmadze Archil,GEO,,80.85,A,147.0,s,152.0,s,156.0,u,173.0,s,182.0,u,182.0,u,325.0,412.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,9,Morosanu Victor,MDA,,81.00,A,148.0,s,152.0,u,153.0,u,175.0,u,175.0,s,181.0,u,323.0,409.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,10,Murray Christopher John,GBR,,81.00,B,142.0,s,146.0,s,149.0,s,170.0,s,173.0,s,177.0,u,322.0,408.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,11,Cabala Sebastian,SVK,,80.40,B,144.0,s,147.0,s,150.0,u,175.0,s,180.0,u,181.0,u,322.0,410.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,12,Marecek Petr,CZE,,80.50,B,140.0,s,144.0,s,147.0,u,165.0,s,173.0,s,176.0,u,317.0,403.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,13,Lazuga Konrad,POL,,78.00,B,141.0,s,146.0,s,148.0,u,170.0,s,174.0,u,175.0,u,316.0,409.6
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,14,Tanasoiu Mihaita Constantin,ROU,,80.30,B,142.0,s,148.0,u,148.0,u,173.0,s,180.0,u,180.0,u,315.0,401.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,15,Birk	 David,SLO,,81.00,B,120.0,s,124.0,s,127.0,s,148.0,u,148.0,s,155.0,s,282.0,357.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,16,Einarsson Kari Steinn,ISL,,80.65,B,117.0,u,117.0,u,117.0,s,143.0,s,147.0,s,150.0,u,264.0,335.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,1,Friedrich Raphael,GER,,88.70,A,162.0,s,166.0,s,171.0,s,198.0,s,205.0,s,,na,376.0,455.2
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,2,Robu Marin,MDA,,88.75,A,165.0,s,170.0,s,173.0,s,195.0,s,202.0,s,205.0,u,375.0,453.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,3,Tarquini Lorenzo,ITA,,88.15,A,153.0,u,153.0,s,157.0,s,190.0,s,196.0,s,203.0,u,353.0,428.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,4,Asanidze Saba,GEO,,88.45,A,150.0,s,154.0,s,158.0,s,185.0,s,191.0,s,194.0,s,352.0,426.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,5,Mueller Lucas,GER,,88.50,A,150.0,s,155.0,s,159.0,s,186.0,u,186.0,s,192.0,s,351.0,425.4
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,6,Vasilonoks Arturs,LAT,,89.00,A,151.0,s,156.0,u,158.0,u,185.0,s,193.0,u,195.0,u,336.0,406.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,7,Mezinskis Armands,LAT,,89.00,A,145.0,u,145.0,s,150.0,s,175.0,s,180.0,u,180.0,s,330.0,398.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,8,Pent  Leho,EST,,89.00,B,141.0,s,147.0,u,151.0,u,170.0,s,183.0,s,190.0,u,324.0,391.6
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,9,Baranski Patryk,POL,,89.00,B,146.0,s,151.0,s,155.0,u,172.0,u,172.0,s,179.0,u,323.0,390.4
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,10,ElAmrani Youssef,BEL,,87.90,B,135.0,s,140.0,u,140.0,s,170.0,s,175.0,u,175.0,u,310.0,377.0
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,11,Brown Sean,IRL,,88.55,B,139.0,s,142.0,s,145.0,u,167.0,s,171.0,u,172.0,u,309.0,374.4
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,12,Hautaniemi Eetu,FIN,,88.55,B,134.0,s,138.0,s,140.0,u,161.0,s,165.0,s,168.0,s,306.0,370.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,13,Sverrisson Bergur,ISL,,89.00,B,135.0,s,140.0,s,142.0,u,157.0,u,162.0,s,168.0,u,302.0,365.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,1,Nasar Karlos,BUL,,93.35,A,174.0,s,180.0,s,188.0,s,210.0,s,220.0,s,229.0,s,417.0,492.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,2,Davitadze Revaz,GEO,,94.75,A,167.0,s,171.0,s,174.0,s,201.0,s,205.0,s,208.0,u,379.0,444.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,3,Hovhannisyan David,ARM,,95.85,A,165.0,s,170.0,s,173.0,s,203.0,s,207.0,u,207.0,u,376.0,439.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,4,Klimonov  Egor,RUS,,96.00,A,160.0,s,164.0,s,166.0,u,202.0,u,203.0,s,207.0,u,367.0,428.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,5,Gobejishvili Irakli,GEO,,95.10,A,161.0,u,161.0,s,166.0,s,188.0,s,194.0,s,202.0,u,360.0,421.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,6,Adamus Bartlomiej,POL,,96.00,A,157.0,s,162.0,s,167.0,u,192.0,s,197.0,s,201.0,u,359.0,419.0
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,7,Serdiukov Anton,UKR,,96.00,A,163.0,s,168.0,u,168.0,u,190.0,s,195.0,s,198.0,u,358.0,417.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,8,Simbuerger Elias,AUT,,92.60,B,142.0,s,147.0,s,150.0,u,183.0,s,189.0,s,195.0,u,336.0,398.6
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,9,Yannick Tschan,SUI,,95.90,B,146.0,s,149.0,s,151.0,s,182.0,s,189.0,u,189.0,u,333.0,388.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,10,Tataru Darius Stefan,ROU,,94.90,B,135.0,s,140.0,u,141.0,u,176.0,s,182.0,s,190.0,s,325.0,381.2
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,11,Samko Karol,SVK,,96.00,B,135.0,s,140.0,u,140.0,u,185.0,s,190.0,u,190.0,s,325.0,379.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,12,Margulis Yanush,ISR,,95.10,B,149.0,u,149.0,s,153.0,s,167.0,s,171.0,s,175.0,u,324.0,379.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,13,Pozidis Spyridon,GRE,,95.65,B,140.0,s,144.0,s,148.0,s,168.0,s,172.0,s,177.0,u,320.0,374.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,14,Bartecek Jakub,CZE,,96.00,B,136.0,s,140.0,s,143.0,s,165.0,s,169.0,s,173.0,s,316.0,368.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,15,Peltokangas Antti,FIN,,96.00,B,130.0,u,130.0,s,134.0,u,180.0,s,185.0,u,189.0,u,310.0,361.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,16,Shane Roche,IRL,,95.35,B,135.0,s,139.0,u,140.0,u,163.0,s,167.0,u,168.0,s,303.0,354.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,17,Barnes Ciaran,IRL,,95.00,B,125.0,u,125.0,u,125.0,s,160.0,s,166.0,s,171.0,s,296.0,347.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,18,Dobnik Peter,SLO,,93.50,B,130.0,s,140.0,u,145.0,u,105.0,s,160.0,s,170.0,u,290.0,342.5
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,1,Tsikhantsou Yauheni,BLR,,101.30,A,174.0,s,178.0,s,181.0,s,207.0,s,215.0,s,218.0,s,399.0,455.2
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,2,Ruiz Marcos Velasco,ESP,,102.00,A,173.0,s,177.0,s,180.0,s,210.0,s,217.0,u,217.0,s,397.0,451.6
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,3,Bratu Tudor,MDA,,101.75,A,170.0,u,170.0,s,176.0,s,205.0,s,210.0,s,217.0,u,386.0,439.6
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,4,Aghanyan Ara,ARM,,100.50,A,170.0,s,175.0,s,180.0,u,205.0,s,210.0,u,212.0,u,380.0,434.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,5,Petrosyan Petros,ARM,,102.00,A,165.0,u,165.0,s,172.0,u,205.0,s,222.0,u,222.0,u,370.0,420.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,6,Buriachek Bohdan,UKR,,102.00,A,166.0,s,170.0,s,175.0,u,195.0,s,201.0,u,206.0,u,365.0,415.2
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,7,Yantsevych Yevhen,UKR,,102.00,A,162.0,u,162.0,s,166.0,s,190.0,s,195.0,s,200.0,u,361.0,410.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,8,Ciobanu Tudor,MDA,,101.80,A,150.0,u,150.0,s,156.0,s,186.0,s,195.0,u,196.0,s,352.0,400.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,9,Diakovasilis Jacob Alexander Panayotis,DEN,,101.37,B,147.0,u,147.0,u,147.0,s,186.0,s,194.0,s,200.0,u,341.0,388.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,10,Sidiskis Arnas,LTU,,101.35,B,147.0,s,151.0,u,152.0,s,180.0,s,185.0,s,188.0,s,340.0,387.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,11,Housen Seppe,BEL,,102.00,B,132.0,u,132.0,s,136.0,s,177.0,s,185.0,s,190.0,u,321.0,365.2
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,12,Smajic Dino,BIH,,100.45,B,140.0,s,144.0,s,150.0,s,160.0,s,167.0,s,170.0,s,320.0,366.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,13,Ostrovsky Viktor,SVK,,98.25,B,133.0,s,137.0,s,141.0,u,165.0,s,173.0,s,178.0,u,310.0,358.2
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,1,Karapetyan Garik,ARM,,108.08,A,180.0,u,180.0,s,185.0,s,212.0,s,220.0,s,226.0,s,411.0,457.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,2,Martirosyan Simon,ARM,,109.00,A,176.0,s,181.0,u,181.0,s,213.0,s,225.0,u,225.0,s,406.0,450.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,3,Lauret Rodriguez Luis Manuel,CUB,,109.00,A,180.0,s,185.0,u,186.0,u,206.0,s,210.0,s,214.0,u,390.0,432.6
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,4,Balaev Khas-Magomed,RUS,,108.50,A,172.0,u,172.0,u,172.0,s,202.0,u,205.0,s,215.0,s,387.0,430.0
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,5,Sharankou Siarhei,BLR,,108.55,A,175.0,s,178.0,u,178.0,s,208.0,s,213.0,u,214.0,u,386.0,428.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,6,Lomtadze Zaza,GEO,,108.75,A,165.0,s,170.0,s,173.0,s,205.0,s,213.0,s,218.0,u,386.0,428.5
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,7,Bregvadze  Longinoz,GEO,,108.80,A,167.0,s,172.0,s,176.0,u,198.0,s,204.0,u,205.0,s,377.0,418.4
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,8,Burun Muhammed,TUR,,108.90,A,165.0,u,165.0,s,170.0,s,202.0,s,207.0,s,209.0,u,377.0,418.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,9,Marinov Vasil,BUL,,109.00,A,165.0,s,170.0,u,171.0,s,202.0,s,208.0,u,209.0,u,373.0,413.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,10,Mugurdumov Artur,ISR,,108.55,B,161.0,u,162.0,u,162.0,s,201.0,s,205.0,s,210.0,u,367.0,407.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,11,Sakovich Vladislav,BLR,,109.00,B,162.0,s,165.0,s,170.0,u,190.0,s,195.0,s,198.0,u,360.0,399.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,12,Ferre Benjamin,FRA,,108.39,B,153.0,s,157.0,s,160.0,s,197.0,s,200.0,s,209.0,u,360.0,400.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,13,Kolar Josef,CZE,,108.10,B,155.0,s,160.0,s,163.0,u,190.0,s,196.0,s,201.0,u,356.0,396.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,14,Ottoson Hugo,SWE,,106.70,B,147.0,u,147.0,u,147.0,s,186.0,s,193.0,s,200.0,s,347.0,387.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,15,Rezazadeh Rebin Kardo,FIN,,108.75,B,140.0,s,144.0,u,145.0,u,174.0,s,181.0,s,185.0,u,321.0,356.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,1,Varazdat Lalayan,ARM,,153.40,A,200.0,s,210.0,s,218.0,u,240.0,s,250.0,u,,na,450.0,457.7
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,2,Seim Mart,EST,,154.30,A,175.0,s,180.0,u,180.0,s,227.0,s,235.0,s,,na,415.0,421.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,3,Hoza Bohdan,UKR,,124.80,A,185.0,s,190.0,s,194.0,u,211.0,s,216.0,s,219.0,u,406.0,431.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,4,Turmanidze Bakari,GEO,,165.50,A,177.0,s,181.0,s,183.0,s,213.0,s,219.0,s,224.0,u,402.0,405.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,5,Prylypko Vladyslav,UKR,,127.20,A,162.0,s,167.0,s,170.0,s,210.0,s,216.0,s,220.0,s,390.0,412.2
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,6,Hristov Hristo Dimitrov,BUL,,119.00,A,170.0,s,176.0,s,178.0,s,205.0,s,212.0,u,214.0,u,383.0,412.6
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,7,Holme Ragnar,NOR,,145.00,A,170.0,s,176.0,s,182.0,s,200.0,s,210.0,u,,na,382.0,392.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,8,Kucera Kamil,CZE,,150.90,A,160.0,s,166.0,s,171.0,u,210.0,u,211.0,s,218.0,u,377.0,384.4
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,9,Oflaz Ali,TUR,,15.70,A,161.0,s,166.0,s,169.0,u,210.0,s,215.0,u,217.0,u,376.0,2726.0
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,10,Ziolkowski Szymon,POL,,126.20,A,168.0,u,168.0,s,175.0,s,195.0,s,205.0,u,205.0,u,370.0,391.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,11,Stonkus Karolis,LTU,,135.40,B,153.0,s,158.0,s,162.0,u,200.0,s,207.0,s,212.0,u,365.0,379.9
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,12,Athanasiou Loannis,GRE,,156.10,B,158.0,s,163.0,u,163.0,u,192.0,s,197.0,u,,na,350.0,355.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,13,Keskitalo Hanno,FIN,,149.70,B,155.0,s,160.0,u,160.0,u,180.0,s,185.0,s,190.0,u,340.0,347.1
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,14,Vogel Arnost,CZE,,109.80,B,142.0,s,147.0,s,151.0,u,175.0,s,185.0,s,191.0,u,332.0,367.3
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,15,Tatarcik  Radoslaw,SVK,,111.90,B,156.0,s,158.0,s,161.0,u,168.0,s,173.0,s,177.0,u,331.0,363.8
103 rd European Championships,2025-04-13,Chisinau,MDA,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2792,55 kg,16,Rajic Krizan,CRO,,126.40,B,135.0,s,142.0,s,146.0,u,160.0,u,160.0,s,168.0,s,310.0,328.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Bektas Cansu,TUR,,45.00,A,72.0,s,74.0,s,76.0,s,90.0,u,90.0,s,94.0,u,166.0,278.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Garcia Rincon Marta,ESP,,44.60,A,73.0,s,75.0,s,77.0,s,87.0,u,87.0,u,87.0,s,164.0,276.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Altun Gamze,TUR,,44.95,A,68.0,s,70.0,u,70.0,u,93.0,u,93.0,s,97.0,u,161.0,270.0
