competition_name,competition_date,competition_location,competition_nation_host,athlete_sex,competition_age_category,competition_url,weight_class,competition_standing,athlete_name,nation,club,bodyweight_kg,competition_group,snatch_1,snatch_1_result,snatch_2,snatch_2_result,snatch_3,snatch_3_result,clean_jerk_1,clean_jerk_1_result,clean_jerk_2,clean_jerk_2_result,clean_jerk_3,clean_jerk_3_result,total_kg,sinclair
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Miron Ioana Madalina,ROU,,44.50,A,65.0,s,69.0,s,71.0,s,82.0,s,86.0,s,88.0,u,157.0,265.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Danilov Gabriela,MDA,,44.70,A,63.0,s,66.0,s,69.0,s,78.0,s,81.0,s,86.0,u,150.0,252.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Koponen Sonja,FIN,,45.00,A,63.0,s,66.0,s,69.0,u,80.0,u,81.0,s,84.0,u,147.0,246.3
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Budnikova Tetyana,UKR,,45.00,A,61.0,s,63.0,s,65.0,u,79.0,s,82.0,s,85.0,u,145.0,242.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Grabucea Ecaterina,MDA,,45.00,A,60.0,s,62.0,s,64.0,u,80.0,s,83.0,u,84.0,u,142.0,237.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Cambei Mihaela Valen,ROU,,49.00,A,85.0,u,85.0,u,85.0,s,97.0,s,100.0,s,105.0,s,190.0,297.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Gonzalez Borrego Lucia,ESP,,48.60,A,74.0,u,75.0,s,77.0,s,93.0,s,96.0,u,96.0,s,173.0,272.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Zagorac Radmila,SRB,,48.80,A,71.0,s,74.0,s,76.0,u,90.0,s,95.0,s,97.0,u,169.0,265.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Stratoudaki Maria,GRE,,48.85,A,73.0,s,73.0,s,75.0,s,93.0,s,96.0,u,96.0,u,168.0,263.3
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Pana Adriana Cosmina,ROU,,48.70,A,73.0,s,76.0,s,78.0,u,91.0,s,95.0,u,95.0,u,167.0,262.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Wong Tammy,GBR,,48.60,B,69.0,s,72.0,s,74.0,s,87.0,s,91.0,s,94.0,u,165.0,259.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Alici Duygu,TUR,,48.85,A,70.0,s,74.0,u,74.0,u,92.0,s,95.0,s,96.0,u,165.0,258.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Drzazga Oliwia,POL,,48.95,A,62.0,s,65.0,s,67.0,s,92.0,s,94.0,s,96.0,u,161.0,251.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,9,Roberts Nikole,GBR,,49.00,B,71.0,s,73.0,s,75.0,u,85.0,s,87.0,u,88.0,u,158.0,247.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,10,Popescu Alina,MDA,,48.95,B,65.0,s,70.0,u,70.0,s,80.0,s,85.0,s,89.0,u,155.0,242.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,11,Strzykala Mara,LUX,,48.95,A,67.0,u,67.0,s,70.0,u,87.0,u,87.0,s,92.0,u,154.0,241.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,12,Petrova Ivana,BUL,,48.85,A,65.0,s,68.0,s,70.0,u,83.0,s,86.0,u,86.0,u,151.0,236.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,13,Copeland Rebecca,IRL,,48.65,B,63.0,s,65.0,s,67.0,u,77.0,s,80.0,u,80.0,s,145.0,228.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Rigaud Garance Ariette Ouiza,FRA,,54.45,A,88.0,s,91.0,u,92.0,s,107.0,s,111.0,s,113.0,s,205.0,296.3
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Grigoryan Aleksandra,ARM,,54.95,A,85.0,u,85.0,s,88.0,u,117.0,s,121.0,u,121.0,u,202.0,290.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Ivzhenko Olga,UKR,,55.00,A,89.0,s,91.0,s,93.0,s,105.0,s,108.0,s,111.0,u,201.0,288.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Delia Celine,ITA,,55.00,A,87.0,s,90.0,s,92.0,u,110.0,u,111.0,s,117.0,u,201.0,288.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Ozkan Cansel,TUR,,55.00,A,87.0,s,90.0,u,91.0,s,103.0,s,106.0,s,109.0,s,200.0,287.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Yaylyan Izabella,ARM,,55.00,A,85.0,s,88.0,s,90.0,s,103.0,s,108.0,u,108.0,u,193.0,277.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Katsianiova Yuliya,BLR,,54.85,A,80.0,s,84.0,u,84.0,s,98.0,u,98.0,s,101.0,s,185.0,266.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Alici Burcu,TUR,,54.85,A,80.0,s,84.0,s,86.0,u,100.0,u,100.0,u,100.0,s,184.0,264.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,9,Jacobsen Rebekka Tao,NOR,,55.00,A,77.0,s,79.0,s,81.0,u,101.0,s,104.0,s,108.0,u,183.0,262.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,10,Cojocaru Nicoleta,MDA,,54.60,B,79.0,s,83.0,u,84.0,u,99.0,s,103.0,s,109.0,u,182.0,262.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,11,Schuilwerve Marlous,NED,,54.65,B,80.0,u,80.0,s,84.0,s,93.0,s,96.0,u,97.0,s,181.0,260.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,12,Kirkanen Anette,FIN,,54.80,B,74.0,s,78.0,s,82.0,u,90.0,s,95.0,u,95.0,u,168.0,241.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,13,Dobre Estefania,ROU,,54.95,B,75.0,s,79.0,u,79.0,u,90.0,s,93.0,s,98.0,u,168.0,241.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,14,Brogaard Diana Nygren,DEN,,54.20,B,68.0,s,70.0,s,72.0,s,87.0,s,90.0,u,90.0,u,159.0,230.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,15,Maes Maelle,BEL,,54.90,B,67.0,s,70.0,u,70.0,s,83.0,s,86.0,s,88.0,u,156.0,224.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,16,Ustuner Serife,CYP,,53.65,B,64.0,s,67.0,s,70.0,s,83.0,s,86.0,s,89.0,u,156.0,227.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,17,Pontes Margarida,POR,,53.50,B,58.0,s,64.0,u,67.0,u,82.0,s,86.0,u,90.0,u,140.0,204.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Cotruta Andreea,ROU,,58.85,A,91.0,s,94.0,s,97.0,u,114.0,s,118.0,u,120.0,u,208.0,285.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Sterckx Nina,BEL,,58.80,A,94.0,s,97.0,u,97.0,u,113.0,s,117.0,u,120.0,u,207.0,283.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Ibrahima Rebeka,LAT,,58.80,A,88.0,s,91.0,s,93.0,s,105.0,s,108.0,s,113.0,s,206.0,282.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Yakushava Katsiaryna,BLR,,58.90,A,85.0,s,89.0,s,91.0,u,105.0,s,107.0,s,110.0,s,199.0,272.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Tsimashenka Katsiaryna,RUS,,58.80,A,85.0,s,88.0,s,90.0,u,105.0,s,108.0,s,112.0,u,196.0,268.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,DeRiso Greta,ITA,,58.95,A,85.0,s,89.0,s,91.0,u,106.0,u,106.0,s,113.0,u,195.0,267.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Michel Maelyn,FRA,,58.80,A,89.0,s,92.0,u,92.0,u,106.0,u,106.0,u,106.0,s,195.0,267.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Kardara Maria,GRE,,58.80,A,85.0,s,88.0,s,91.0,u,100.0,s,105.0,s,107.0,s,195.0,267.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,9,Gordon Jess Brown,GBR,,58.60,B,85.0,u,85.0,s,90.0,u,106.0,s,110.0,u,110.0,u,191.0,262.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,10,Garcia Rincon Laura,ESP,,58.55,B,84.0,s,86.0,u,87.0,u,104.0,u,104.0,s,107.0,u,188.0,258.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,11,Vandenabeele Annelien,BEL,,58.60,B,80.0,s,82.0,s,84.0,u,98.0,s,101.0,s,103.0,s,185.0,254.3
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,12,Henriksson Moa,SWE,,58.70,B,81.0,u,81.0,s,83.0,u,97.0,s,100.0,s,102.0,u,181.0,248.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,13,Martinez  Irene,ESP,,58.65,B,83.0,u,83.0,u,83.0,s,97.0,s,100.0,u,100.0,u,180.0,247.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,14,Gomez  Rita Tavares,POR,,57.90,B,80.0,u,80.0,u,80.0,s,96.0,s,100.0,s,103.0,u,180.0,249.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,15,Helgadottir Thuridur Erla,ISL,,58.95,B,76.0,u,77.0,u,77.0,s,99.0,s,102.0,s,105.0,u,179.0,245.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,16,Sytela Siri,FIN,,58.95,B,75.0,u,75.0,s,77.0,s,95.0,s,98.0,s,101.0,u,175.0,239.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,17,Polka Zuzanna,POL,,56.45,B,77.0,u,77.0,s,79.0,s,92.0,u,92.0,s,95.0,u,171.0,241.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,18,Mitioglo Maria,MDA,,58.80,B,76.0,s,79.0,u,79.0,u,86.0,s,90.0,s,94.0,u,166.0,227.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,19,Murray Niamh,IRL,,57.85,B,63.0,s,65.0,s,67.0,s,86.0,u,86.0,s,90.0,s,157.0,217.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Davies Sarah,GBR,,64.00,A,96.0,u,96.0,s,99.0,u,123.0,s,125.0,s,127.0,s,223.0,289.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Ozkan Aysel,TUR,,63.80,A,96.0,s,100.0,s,102.0,u,116.0,s,120.0,s,122.0,s,222.0,289.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Moskvina Svitlana,UKR,,63.30,A,98.0,s,100.0,s,102.0,u,117.0,s,121.0,s,123.0,u,221.0,289.3
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Maiseyevich Dziyana,BLR,,63.65,B,95.0,s,98.0,u,99.0,s,115.0,s,118.0,s,121.0,s,220.0,287.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Gungor Levent  Nuray,TUR,,63.85,A,96.0,s,100.0,u,101.0,u,117.0,s,121.0,s,123.0,u,217.0,282.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Avendano Ojeda Helena,ESP,,63.80,A,93.0,u,93.0,s,98.0,s,118.0,s,121.0,u,121.0,u,216.0,281.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Shatova Galya,BUL,,63.85,A,92.0,s,95.0,u,97.0,u,116.0,s,119.0,s,122.0,u,211.0,274.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Graillot Vicky,FRA,,63.95,A,88.0,s,91.0,u,92.0,u,118.0,u,122.0,u,123.0,s,211.0,274.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,9,Arunovic Tamara,SRB,,64.00,B,93.0,s,95.0,u,95.0,s,113.0,u,113.0,u,114.0,s,209.0,271.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,10,Fylypiv Vitaliia,UKR,,64.00,B,92.0,s,94.0,s,96.0,u,111.0,s,115.0,s,117.0,u,209.0,271.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,11,Piccinno Chiara,ITA,,64.00,B,90.0,s,94.0,s,96.0,u,110.0,s,114.0,s,117.0,u,208.0,270.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,12,Jezkova Patricie,CZE,,63.80,A,89.0,s,92.0,s,95.0,s,109.0,s,112.0,u,113.0,s,208.0,271.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,13,Grosu Anca,ROU,,63.50,A,90.0,s,94.0,u,94.0,u,112.0,s,116.0,u,116.0,s,206.0,269.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,14,Kusterer Sabine,GER,,62.85,B,89.0,s,91.0,s,93.0,u,110.0,s,114.0,u,114.0,s,205.0,269.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,15,Wolk Wiktoria,POL,,62.75,A,90.0,u,90.0,s,94.0,u,110.0,s,113.0,s,115.0,s,205.0,269.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,16,Ardalsbakke Marit,NOR,,64.00,B,94.0,s,,na,,na,106.0,s,110.0,s,112.0,u,204.0,265.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,17,Zikowsky Paula,AUT,,63.05,C,88.0,s,91.0,u,91.0,u,103.0,s,106.0,s,108.0,s,196.0,257.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,18,Chong Joana,POR,,63.60,C,85.0,s,90.0,u,90.0,s,105.0,s,110.0,u,112.0,u,195.0,254.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,19,Stassijns Eva,BEL,,62.65,C,81.0,s,84.0,s,87.0,s,101.0,s,105.0,s,107.0,s,194.0,255.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,20,Ketilsdottir Katla Bjoerk,ISL,,61.35,C,85.0,s,88.0,s,90.0,u,101.0,s,105.0,s,107.0,u,193.0,257.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,21,Crymble Hannah,IRL,,62.80,C,83.0,s,86.0,u,87.0,s,101.0,s,105.0,s,107.0,u,192.0,252.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,22,Aarsten Lovind Amalie,DEN,,61.20,C,81.0,s,,na,,na,105.0,s,109.0,s,112.0,u,190.0,253.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,23,Roennebaek Helena Isabell Zoffmann,DEN,,62.55,C,80.0,s,83.0,u,83.0,s,101.0,s,105.0,s,106.0,u,188.0,247.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,24,Vecerova Bibiana,SVK,,63.70,C,83.0,s,86.0,u,88.0,u,102.0,s,105.0,u,106.0,u,185.0,241.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,25,Stanciu Cristina,BEL,,63.95,C,80.0,s,83.0,u,83.0,u,98.0,s,101.0,s,104.0,u,181.0,235.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,26,Monaghan Rachel,IRL,,61.80,C,71.0,s,74.0,s,77.0,s,94.0,s,97.0,s,100.0,s,177.0,235.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,27,Pavlic Petra,SLO,,62.60,C,73.0,s,78.0,s,81.0,u,90.0,u,90.0,s,95.0,u,168.0,221.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,28,Alatovic Azra,BIH,,62.65,C,66.0,s,,na,,na,80.0,s,83.0,s,85.0,s,151.0,198.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Sturludottir Eyglo Fanndal,ISL,,71.00,A,103.0,s,106.0,s,109.0,s,129.0,s,133.0,s,135.0,s,244.0,299.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Gusalova Zarina,RUS,,70.80,A,105.0,s,108.0,s,110.0,s,127.0,s,131.0,s,134.0,u,241.0,296.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Valodzka Siuzanna,BLR,,70.55,A,101.0,u,101.0,u,102.0,s,128.0,s,131.0,s,134.0,s,236.0,290.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Ylisoini Janette,FIN,,70.90,A,100.0,s,103.0,s,107.0,s,125.0,s,130.0,u,130.0,u,232.0,284.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Schweizer Lisa Marie,GER,,70.75,A,102.0,s,106.0,s,108.0,s,118.0,s,122.0,s,125.0,u,230.0,282.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Gude Line,DEN,,69.80,A,95.0,s,99.0,u,100.0,u,120.0,s,126.0,s,132.0,u,221.0,273.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Andersson Jennifer,SWE,,68.90,A,95.0,s,98.0,u,98.0,s,116.0,s,120.0,s,123.0,u,218.0,271.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Martinez Anasagasti,ESP,,67.60,A,94.0,s,98.0,s,100.0,u,118.0,s,122.0,u,122.0,u,216.0,272.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,9,Barton Erin,GBR,,70.35,A,91.0,u,91.0,s,94.0,s,121.0,s,125.0,u,126.0,u,215.0,265.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,10,Fauvel Laurene,FRA,,68.00,B,91.0,s,94.0,s,97.0,s,114.0,s,118.0,u,119.0,u,211.0,264.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,11,Jakaite Lijana,LTU,,70.95,B,93.0,s,97.0,s,99.0,u,114.0,s,119.0,u,119.0,u,211.0,258.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,12,Luostarinen Aino,FIN,,70.70,B,90.0,u,91.0,s,94.0,s,115.0,s,120.0,u,120.0,u,209.0,256.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,13,Jordanger Loen Julia,NOR,,70.70,B,89.0,s,92.0,u,92.0,u,108.0,s,111.0,s,114.0,u,200.0,245.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,14,Von	Rohr Mirjam,SUI,,69.50,B,80.0,s,85.0,s,90.0,u,108.0,s,115.0,s,118.0,u,200.0,248.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,15,Mcmonagle Gina,CAN,,67.95,C,82.0,s,85.0,s,87.0,s,107.0,s,110.0,s,112.0,u,197.0,247.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,16,Hustavova Natalia,SVK,,67.50,C,83.0,s,86.0,s,88.0,u,105.0,u,105.0,s,109.0,s,195.0,245.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,17,Polaktsidou Despoina,GRE,,70.30,B,88.0,u,88.0,s,91.0,u,107.0,u,107.0,s,111.0,u,195.0,240.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,18,Gierczuk Wiktoria,POL,,70.70,B,88.0,u,88.0,s,91.0,u,103.0,s,106.0,s,108.0,u,194.0,238.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,19,Novak Alina,AUT,,69.75,B,83.0,s,86.0,s,89.0,u,103.0,s,107.0,s,110.0,u,193.0,238.9
